,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,-0.0041108398451950023,-0.0031217768872160434,0.0050449413211417493,0.0020979077846039473,6.5943130067580569e-05,1.8458891304362623e-05,3.3748688288426365e-06,1.005100447315499e-06,4.4408920985006262e-13,-1.0051000032262891e-06,-3.3748701611102661e-06,-1.8458890416184204e-05,-6.5943130955758988e-05,-0.0020979077834937243,-0.0050449413215858385,0.0031217768876601326,0.0041108398445288685
1,-0.015932550567310244,-0.011869399738184683,0.018915980391831511,0.0080725886126842283,0.00060866616014010333,0.00017850155531462519,1.7091788873102587e-05,4.8600794499975564e-06,0.0,-4.8600794499975564e-06,-1.7091788429013377e-05,-0.00017850155487053598,-0.00060866616191646017,-0.0080725886117960499,-0.013884563418109508,0.016900816709686239,0.0058697166220866848
2,-0.03343835077262991,-0.024825038535181143,0.037843539859361286,0.017020876831308485,0.0025201559092913328,0.00077472115211918435,7.3720110460584465e-05,1.9284344343617477e-05,-1.9095836023552692e-11,-1.9284401631125547e-05,-7.3720595850090831e-05,-0.00077472264781164313,-0.0022687114791253293,-0.016517876240129681,-0.019254577146909924,0.043665008095494784,-0.0047450244640145911
3,-0.05403640976187063,-0.039799991464750661,0.056793136054000826,0.027577453007410213,0.006843856722227315,0.0022342103540573532,0.00028798167495125426,7.3298298541857321e-05,-1.5720758028692217e-10,-7.3298912717234543e-05,-0.00027541878733217118,-0.0021965138286006436,-0.0054371634394811963,-0.024788897695415812,-0.01477344487366139,0.083187361106240587,-0.035616158296392086
4,-0.075017550593581284,-0.054330224585119602,0.070718621577148255,0.038118748449944562,0.014273150838572946,0.00502227020371393,0.00090874678937424846,0.00023704996232609687,6.2718230608993508e-07,-0.00023454069175699033,-0.00081395617090862515,-0.0047441430632844117,-0.0097508888217134881,-0.029262224560788752,0.0034420454131378619,0.13273119058876404,-0.091298922518134873
5,-0.093975082224084794,-0.066234346487115126,0.075794028629116994,0.047016122292964369,0.024715018811294343,0.0095187953252917623,0.0023306903349507024,0.00064013485179259533,5.9906697380540663e-06,-0.00061679636687017592,-0.0019325606102071902,-0.0083824415613165115,-0.013814695178027137,-0.025999770924656218,0.035799215081233626,0.18757267123792332,-0.17243697388202861
6,-0.1091334310704406,-0.074090717060548705,0.070325611413180056,0.052893342078474959,0.037074838232342699,0.015882371612541135,0.0050363470269765287,0.0014789137616766368,3.121645475445689e-05,-0.0013609709945683335,-0.0038112552571689662,-0.012499089036666078,-0.015273867584042478,-0.011680231144950426,0.07912454343017572,0.24187207738624039,-0.275869699247977
7,-0.11953201466019525,-0.077519354013344532,0.055123835384973674,0.054841029746954817,0.049354193290218618,0.023928824856245257,0.0094633567164770227,0.0030029974067424803,0.00011731117277591352,-0.0025747393515018757,-0.0063888516379506655,-0.015759301779993962,-0.011256608493326326,0.015434881271758627,0.12744134176134736,0.28970642378833844,-0.3953833254595196
8,-0.12504401411694843,-0.077204790985385685,0.033254338368982062,0.052548493712389899,0.059058783593801678,0.033056789273455678,0.015822358732098252,0.0054746421906948228,0.00035497961770047937,-0.0042267112023708364,-0.0091683240688311685,-0.016144448800048394,0.00090886715664595386,0.054769253531539164,0.17341709689144835,0.32606028953274802,-0.52293760342791984
9,-0.12624552795881261,-0.074661314927060296,0.0092443716757095729,0.046329677506840028,0.063816173767827777,0.04225101787547203,0.023917823559482798,0.0091028176703034092,0.00091651597511344107,-0.0060093018818818678,-0.011075830948392706,-0.011224292568279282,0.022889647431689752,0.10316410319433089,0.21010390690534564,0.34759769914316507,-0.65011748642085365
