,0,1,2,3,4,5,6,7,8
0,-0.0041113471346276853,-0.0031231114220320322,0.0050415020913519015,0.0020794250272793136,0.0,-0.0020794250272793136,-0.0050415020909078123,0.0031231114223650991,0.0041113471338505292
1,-0.015934769749481603,-0.011875657167204068,0.01889860208081906,0.0078939779055708925,-4.4408920985006262e-13,-0.0078939779055708925,-0.01839546048509888,0.012378798758927445,0.014928486562482135
2,-0.033444386996150932,-0.024847786823101181,0.037769116718155971,0.016245857222596527,2.5144439197433144e-05,-0.016195557325460186,-0.036165776934549143,0.02647622732521171,0.030137162374099802
3,-0.054051767562901532,-0.03988135114707525,0.056505056168942858,0.025346439054940717,0.00012789530634549351,-0.025089559809732265,-0.05322872629287545,0.043281266162598087,0.046990748119757342
4,-0.075060400680726502,-0.054588075713013495,0.069816229551600273,0.03312147484590966,0.00038161593374219649,-0.032350871420394611,-0.064407262644561314,0.060348561756740082,0.062738728370703711
5,-0.094100225661142289,-0.066931598667663295,0.07349296875092115,0.037595370750098667,0.00086776911789598898,-0.035831904804162207,-0.065654561749006746,0.075518918919659228,0.075043263343399502
6,-0.10947910370662228,-0.0757210709589895,0.065377164771840413,0.037288699803017522,0.0016600509749054027,-0.033891811044739484,-0.054979964888790533,0.08743368901109605,0.082312346038282413
7,-0.12039333422397824,-0.080890672557343279,0.045864582499666184,0.031551099205939792,0.0028092908257448812,-0.025762592601896728,-0.032911520267298044,0.095838019916083539,0.083895127203081898
8,-0.1269677274744474,-0.083490397566610142,0.017830554116304853,0.020755119939597222,0.0043324551994849969,-0.011771111955383162,-0.0023963313493524652,0.10159599219594639,0.080111446894459704
9,-0.1301285149973852,-0.08538347082198694,-0.013996550757289228,0.0062974422101458316,0.0062078132270215747,0.0066420982092196823,0.031832191289105083,0.10641096636110348,0.072118025280065723
10,-0.13134259578806429,-0.088718485518723966,-0.044065137662308018,-0.0096100771698193199,0.0083766750742508833,0.027128257084285679,0.064271816158978368,0.11231735988115332,0.061642187940247339
11,-0.13227860447539985,-0.095302362016380648,-0.067196166295468984,-0.024332411461935877,0.010750596538988688,0.046833837599624673,0.089821702160097772,0.12106816049950453,0.0506352474509697
12,-0.13445543877987909,-0.10602918952584695,-0.079674854964739694,-0.03531592006589257,0.013221960442733049,0.062930008024597583,0.10484356196505118,0.13357156102866696,0.040908311875309522
13,-0.13894123553270799,-0.1205121555870603,-0.079997442512746986,-0.040603656165538737,0.015675605742559995,0.07316236948717858,0.10788172788434025,0.14952255796751857,0.033812228716456616
14,-0.14615197906731048,-0.13702188783737412,-0.069115116580586999,-0.039249431425192327,0.017999633441068141,0.076303667863708569,0.099891213614533569,0.16733210226815842,0.030011797722995226
15,-0.15577760485829817,-0.15276402559083468,-0.050133822020459462,-0.031534063728244632,0.020094410612570002,0.072407021408427141,0.083935916387556375,0.18438684563326646,0.029385322156016969
16,-0.1668393038662952,-0.16444771770962596,-0.027551606304632159,-0.018926658491791315,0.021879738334451559,0.062797023552274567,0.06443784987730794,0.1975926101436265,0.031058064464684065
17,-0.17785939229419956,-0.16902403367768937,-0.006216469429665139,-0.0037893346573891762,0.023300776958556924,0.049792859648345456,0.046155942939218875,0.20408325398468818,0.033556396528133803
