,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.10747540237243669,-0.20963298375598072,0.20605058342493265,-0.20774213455920787,0.20771906967520515,-0.20773843479537923,0.20773761637804533,-0.2077381367899811,0.20773803609985819,-0.2077381367899811,0.20773761637804533,-0.20773843479537923,0.20771906967520515,-0.20774213455920787,0.20605058342493265,-0.20963298375598072,0.10747540237243669
1,0.41900555540586026,-0.80186369163470772,0.77795220992005198,-0.78966771724209295,0.78931539411541962,-0.78947476140278638,0.78946949892655383,-0.78947249553262822,0.78947201488865915,-0.78947249553262822,0.78946949892655383,-0.78947476140278638,0.78931539411541962,-0.78966771724209295,0.77795220992005198,-0.80186369163470772,0.41900555540586026
2,0.84332399176667572,-1.6433727394988829,1.6170530738457423,-1.6306001833861217,1.6281535069020414,-1.6290635051277036,1.6290274561776563,-1.629041648591123,1.6290400958287599,-1.6290416485804649,1.6290274561989726,-1.6290635044051704,1.6281535077220521,-1.630600123656345,1.5874619529776535,-1.6729641119765937,0.90250642380285129
3,1.2832850779305183,-2.5597034109696715,2.5621835514861857,-2.5627657876379217,2.556627405433165,-2.5589469318001434,2.5587170503982293,-2.5587880944288877,2.558782279181937,-2.5587880942983254,2.5587170502245904,-2.5589469208187055,2.5551477518717114,-2.5657241771543937,2.4534525157511311,-2.6699180919331766,1.5066688267637574
4,1.650027354092698,-3.3677978513808604,3.4237859868180287,-3.3986180158276369,3.3899368221845805,-3.3935917053784515,3.3927855947801788,-3.3930283648921922,3.3930003591566837,-3.3930283636931513,3.3927116057561602,-3.3938135471551778,3.3816884970003791,-3.4149626590640469,3.1829418940776399,-3.6166878386432177,2.1646502321683858
5,1.8715052322306747,-3.9079280490719182,4.0265934074692478,-3.9685594566303273,3.9628603173649246,-3.9663862260077565,3.9645331376896298,-3.965125946423731,3.9650114668896563,-3.965140733549477,3.963976416122561,-3.9680187535733324,3.9366177565898219,-4.0199282097050926,3.6146518778155112,-4.3445275498248392,2.7998653126144468
6,1.89790148750002,-4.070979730428359,4.2497038837596701,-4.155496631245148,4.1624396091295424,-4.1626754229124874,4.1596477838334867,-4.1607541827008987,4.1603889500112512,-4.1608895139864099,4.1573251064417338,-4.1693008842784707,4.1001758087337858,-4.2754304304348789,3.6551683127754586,-4.7211855586335449,3.333961412435249
7,1.704344115103229,-3.8166158978460984,4.0546918489656747,-3.9186994897151273,3.950333452616972,-3.9424202595019775,3.9390839615556228,-3.9406900367446873,3.939736960383744,-3.9413594541914954,3.9320086473291216,-3.9619454048949176,3.8283339717508635,-4.1488806367264708,3.2995312703301138,-4.673987477882946,3.6965344294683788
8,1.2913998614119127,-3.1793673195594785,3.4951584438387417,-3.3017078368240416,3.3705899019715879,-3.348017150740068,3.346887704430701,-3.3485730195601526,3.3464268155209975,-3.350939094225458,3.3293658548152472,-3.3945308793035256,3.1626735325218647,-3.6837741569033522,2.6317036788421344,-4.2027913026059238,3.8354949663688132
9,0.68372466868638071,-2.2617490330372192,2.7053814109689878,-2.4225211398454238,2.5413533640492592,-2.4957050492795396,2.5013884940414677,-2.5020777118767157,2.4977227347326991,-2.5087504063547872,2.4640880069555227,-2.5903920814056569,2.2236668041921703,-2.9870579938582331,1.8049952204481912,-3.3804959921353017,3.7264287037181987
10,-0.072969567274094871,-1.2156911341956178,1.8705423468041715,-1.4482248599263503,1.6320597525647518,-1.5521844670831619,1.5715142360961387,-1.569273685384065,1.5610469485429768,-1.5851832959081769,1.5009529946490296,-1.7224017098205202,1.1883769373315367,-2.2037544818962473,1.0070713132757092,-2.3408934794155734,3.3790121516394933
