,0
0,0.10062831866660674
1,0.20146551693553932
2,0.3014847224248271
3,0.39979069007345347
4,0.49570786792695298
5,0.58883291792672876
6,0.67904513877529105
7,0.76647549033408358
8,0.85144173824144209
9,0.93436239574755597
10,1.0156647907208041
11,1.0957024120587178
12,1.1746939321103256
13,1.2526916694034484
14,1.3295817461290369
15,1.4051128673759892
16,1.4789464108432613
17,1.550717960805879
18,1.6200997558511663
19,1.6868545841230973
20,1.7508740125044313
21,1.8121968939418069
22,1.8710072725387366
23,1.9276136185506034
24,1.9824134631617343
25,2.03584883132921
26,2.0883583994616517
27,2.1403321322208657
28,2.1920734140916749
29,2.2437725204037946
30,2.2954937896039724
31,2.3471771803205117
32,2.3986531574275634
33,2.4496682213786176
34,2.4999170814467537
35,2.5490766933275975
36,2.596837312161878
37,2.6429264319634633
38,2.6871229249071455
39,2.7292606335659082
40,2.7692227518194197
41,2.8069301410152478
42,2.8423278804699268
43,2.8753745746386858
44,2.9060381455051929
45,2.9343001584366055
46,2.9601685058376979
47,2.9836960078558366
48,3.0050007437435315
49,3.024283179332095
50,3.0418356490505465
51,3.058041382570527
52,3.073362579767565
53,3.0883193566004956
54,3.103463056478291
55,3.1193480612560402
56,3.136505835468169
57,3.1554237982149571
58,3.1765301723921278
59,3.2001846143339066
60,3.2266734810949824
61,3.2562082457870902
62,3.2889259071589292
63,3.3248911632119462
64,3.3641012749278829
65,3.4064953292881119
66,3.4519693702906027
67,3.5003972859384227
68,3.5516547716091527
69,3.6056411644625976
70,3.6622927285869173
71,3.7215819231788778
72,3.7835002898603016
73,3.848026961337518
74,3.9150890661901636
75,3.9845231930278615
76,4.0560477530480252
77,4.1292543381776072
78,4.2036224000694231
79,4.2785566181842984
80,4.3534413010152093
81,4.4277022399369761
82,4.5008645633831721
83,4.5725958024459263
84,4.6427264267536339
85,4.7112447770595685
86,4.7782684479982063
87,4.8439985455513686
88,4.9086659242518804
89,4.9724790644491685
90,5.0355817983684759
91,5.098026206702448
92,5.1597625114460799
93,5.2206445351097015
94,5.2804469475020088
95,5.338889424086438
96,5.3956629742018452
97,5.4504547306831661
98,5.5029689124449082
99,5.5529429597667965
100,5.6001586356861059
101,5.6444480815766394
102,5.6856945755038772
103,5.723827421395181
104,5.7588103926583338
105,5.7906237477654585
106,5.8192410725266068
107,5.8446038465557324
108,5.8665982068198756
109,5.8850393111815311
110,5.8996684850938479
111,5.9101667111534004
112,5.9161851125324931
113,5.9173894024890181
114,5.9135116429277961
115,5.9044000067999374
116,5.8900563691156371
