,0
0,0.3006283376537297
1,0.59946559737757921
2,0.89370521659454161
3,1.1810786439326193
4,1.4600671742021163
5,1.7299989010781429
6,1.9910210568888957
7,2.2439592311232359
8,2.4900932406148302
9,2.7308914864177609
10,2.9677495555017503
11,3.2017743769419535
12,3.4336438336275719
13,3.6635560285809463
14,3.8912657010257661
15,4.1161907767483141
16,4.3375621761935284
17,4.5545860810077787
18,4.7665898618791722
19,4.9731296415188311
20,5.1740470948124893
21,5.3694734053611972
22,5.5597873608666024
23,5.7455410160898985
24,5.9273695613484989
25,6.1059020962235406
26,6.2816875389007754
27,6.4551457921540862
28,6.6265494569673926
29,6.7960366009012816
30,6.9636508725542638
31,7.1294018822420844
32,7.2933363444773551
33,7.4556090377686655
34,7.6165422592120473
35,7.7766633057133729
36,7.9367118307872593
37,8.0976128630342643
38,8.2604167028086373
39,8.4262132121968207
40,8.5960339698812014
41,8.7707597580451431
42,8.9510513362924815
43,9.1373175979523662
44,9.3297273526298454
45,9.5282607527595538
46,9.732786255521475
47,9.9431416371190764
48,10.159195107970984
49,10.380866160558497
50,10.608095223237997
51,10.840764787907395
52,11.078589276796722
53,11.321002425158353
54,11.567075444350735
55,11.815494399063272
56,12.064611695116831
57,12.312568062624557
58,12.557463558793319
59,12.79754424912592
60,13.03136843432357
61,13.257922562798369
62,13.476669702517791
63,13.687528704516245
64,13.890796021970758
65,14.087031548588197
66,14.276933270102127
67,14.461223041166466
68,14.640558860772506
69,14.815479993384089
70,14.986382789464416
71,15.153519254387396
72,15.317008427394599
73,15.476852314456172
74,15.632952195967354
75,15.785125693779122
76,15.933128153402276
77,16.07668243850835
78,16.215518921798544
79,16.349423115701867
80,16.47828360724294
81,16.602129577092974
82,16.721146679166431
83,16.835663080243645
84,16.94610356837557
85,17.052917382634281
86,17.156492714484351
87,17.257075554918512
88,17.354711152092385
89,17.44922228371064
90,17.540230557260582
91,17.627216850875293
92,17.709607283198292
93,17.786864273618797
94,17.858560224799714
95,17.924414885794853
96,17.984285906571667
97,18.038113557197505
98,18.085832290984822
99,18.127270837423666
100,18.162066443767618
101,18.189616567415438
102,18.209083119563978
103,18.219452137742092
104,18.219638452601444
105,18.208613793319945
106,18.185530649481969
107,18.149814684294991
108,18.101205569924346
109,18.039738160534739
110,17.965670071897559
111,17.879374605795711
112,17.781226443090286
113,17.671509571602101
114,17.55037198542831
115,17.417840913102822
116,17.273898199967785
117,17.118601256664057
118,16.95222395957099
119,16.775386550016037
120,16.589145085176902
121,16.395018917418934
122,16.194947144962612
123,15.991179137976818
124,15.786116971363384
125,15.582136210276143
126,15.381414369612024
127,15.185793258714819
128,14.996693450878551
129,14.815088428227819
130,14.641535115534698
131,14.47624884036901
132,14.319205710558602
133,14.170254319707077
134,14.02922086822851
135,13.895995878637335
136,13.770595262701812
137,13.653192507485945
138,13.544121714334366
