,0
0,0.10062833765372972
1,0.20146559717784102
2,0.30148491903519953
3,0.39979108848329192
4,0.49570864945983584
5,0.58883458934280097
6,0.67904919251112694
7,0.7664859880587287
8,0.85146856691725636
9,0.93442714017160022
10,1.0158101758911955
11,1.0960059727927784
12,1.175285894354704
13,1.2537759953403993
14,1.3314580354056957
15,1.4081955626302531
16,1.483776845725747
17,1.5579645419738979
18,1.6305422447754001
19,1.7013501471606394
20,1.7703053395629369
21,1.8374059286138094
22,1.902721449444154
23,1.9663743696750815
24,2.0285185555838225
25,2.0893203922474712
26,2.1489470593213911
27,2.2075646373266511
28,2.2653466547540275
29,2.3224917144813091
30,2.3792471651471332
31,2.4359344805338496
32,2.4929710553080215
33,2.5508824984471463
34,2.6102993265696957
35,2.6719326177938338
36,2.7365253468931781
37,2.8047804480019174
38,2.8772731776451317
39,2.9543627443531202
40,3.0361235235588064
41,3.1223160264643299
42,3.212410241603155
43,3.3056605127187186
44,3.4012164879842008
45,3.4982444624603835
46,3.5960311824602207
47,3.6940479977614475
48,3.7919644620828823
49,3.8896133022683093
50,3.9869196377260456
51,4.0838140492843467
52,4.1801505180450853
53,4.2756466928096604
54,4.3698569256467161
55,4.4621803179270847
56,4.5518989160215977
57,4.6382366917649689
58,4.7204284028062924
59,4.7977882504839755
60,4.8697703924959921
61,4.9360158550101731
62,4.9963826134921616
63,5.0509573506642926
64,5.100048704650689
65,5.1441628711685174
66,5.1839634139063948
67,5.2202181945489592
68,5.2537374764630105
69,5.2853083809713377
70,5.3156317781713636
71,5.3452681175371204
72,5.3745984018442483
73,5.4038053195114495
74,5.4328774580606529
75,5.4616366907864702
76,5.4897856135468768
77,5.5169688133283659
78,5.5428393492058801
79,5.5671206478629944
80,5.5896544153056169
81,5.6104272195365459
82,5.6295718477295695
83,5.6473438127842375
84,5.6640776857821473
85,5.6801314087651695
86,5.6958286680864045
87,5.7114093541559647
88,5.7269960875385761
89,5.7425811843748216
90,5.7580340563997012
91,5.7731248700031141
92,5.7875572646974449
93,5.8010017340834592
94,5.8131221575304526
95,5.8235907024181719
96,5.8320902153131486
97,5.8383073152007334
98,5.8419226556205377
99,5.8426063780313706
100,5.8400261715283923
101,5.8338726408510819
102,5.8239024522500209
103,5.8099949721502595
104,5.7922140142996819
105,5.7708639360919776
106,5.7465293543755873
107,5.7200902822695996
108,5.6927089825965309
109,5.6657902279159931
110,5.640921619742592
111,5.6198038884938049
112,5.6041818272629245
113,5.5957845534220816
114,5.5962797951385728
115,5.6072422103252588
116,5.630132019686851
117,5.6662788367958346
118,5.716866935383913
119,5.7829214442452042
120,5.8652981864587783
121,5.9646809885578129
122,6.0815881398053717
123,6.216384850386925
124,6.3692932196611096
125,6.5403882778647056
126,6.7295704753642882
127,6.9365122963761188
128,7.1605879127244254
129,7.4008061651691932
130,7.655773647230979
131,7.9237120930681808
132,8.202541666857055
133,8.4900225761012411
134,8.7839284960955268
135,9.0822137060661561
136,9.3831357944844651
137,9.6853070689412952
138,9.9876664563302917
139,10.289383990150236
140,10.589726453277844
141,10.887921408904031
142,11.183055926850757
143,11.474036374233684
144,11.75961939328389
145,12.03850580313591
146,12.309473232066789
147,12.571513673600906
148,12.823941048093431
149,13.066441286231766
150,13.299051436133013
151,13.522071353752175
152,13.735927557856398
