,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.0041108637236497714,-0.0031218165181812196,0.0050448769599586996,0.0020977584456183251,6.5572600016494675e-05,1.7328315671250039e-05,-8.8817841970012523e-13,-1.7328315227160829e-05,-6.5572598906271651e-05,-0.0020977584442860575,-0.0050448769615130118,0.0031218165172930412,0.0041108637240938606
1,-0.015932649180205871,-0.011869564037203517,0.018915706800459731,0.0080719409345508808,0.00060702233706244613,0.00017309475275339992,0.0,-0.00017309475275339992,-0.00060702233639631231,-0.0080719409343288362,-0.013884289920440551,0.016900980922329722,0.005869815414172308
2,-0.033438599880586395,-0.024825424936869567,0.037842863040538077,0.017019187618316778,0.0025156563057127102,0.00075399718157953544,-4.858335955759685e-10,-0.00075399873367132386,-0.0022642118930882305,-0.016516187042014963,-0.019253894217641232,0.04366540060374291,-0.0047447875601847045
3,-0.054036913801791542,-0.039800767385633762,0.056791751672724544,0.027573460691598939,0.0068318232897546238,0.0021574153006298502,1.25629018299378e-05,-0.0021197192037192281,-0.0054251295935614507,-0.024784892875828746,-0.014772020801245844,0.083188127702804593,-0.035615697897561915
4,-0.075018440500729255,-0.054331745246383178,0.070715884943561846,0.038108452393936787,0.014237383068715914,0.0047783375896059965,9.4790744142869698e-05,-0.004497698899985636,-0.009714488449219516,-0.02925186162716642,0.0034449292360960726,0.13273258557777723,-0.091298128830352709
5,-0.093976533487083458,-0.066237408876901327,0.075788067001258952,0.046987195689407457,0.024608422818150899,0.008874634048972041,0.0003980991811758372,-0.0077150860002817012,-0.013702080957855856,-0.025970485606485738,0.03580561860250242,0.18757528172486104,-0.17243572413772057
6,-0.10913576580462436,-0.074097215382651349,0.070310684709085081,0.052813480707403215,0.036787506825453065,0.014443595711899349,0.0012247322600522637,-0.010944075393481967,-0.01495522084482559,-0.011598175213123341,0.079140781453546083,0.24187752167215137,-0.27586785070088382
7,-0.11953604990533329,-0.077533937615781312,0.055084245810688159,0.054638841674004013,0.04867579239942188,0.021151148359432881,0.0030722512254222067,-0.012563722668890165,-0.01046062471532494,0.015648277846835867,0.12748509406890207,0.28971922376985759,-0.39538054024923497
8,-0.12505201589330106,-0.077238536744239639,0.033153162214194509,0.05208905659004337,0.05765408071178868,0.028351971518514318,0.0066439806061246998,-0.010236009756248166,0.002669118559506245,0.05527387208914547,0.17353172362888358,0.3260921984349352,-0.52293260195934721
9,-0.12626342975963212,-0.074738684334718641,0.0090065870193001274,0.045392985712044975,0.061243731471982699,0.035220595449025893,0.012806251269648072,-0.0012506880984197721,0.026379372571216919,0.10424987064272528,0.21038285333663254,0.34767644941258169,-0.65010589469238766
10,-0.12422221319130511,-0.071975652439548732,-0.012551170608388063,0.035319245933029819,0.057841118026757954,0.040982378895826344,0.02248254508119274,0.016880837419019912,0.060966331604905832,0.15734068401673795,0.23315473441698487,0.35328134136225486,-0.76950018051746838
11,-0.12017858660218206,-0.070799265408427736,-0.027566271981305235,0.023046397717552125,0.047325272996667778,0.045196765355193236,0.036488951541624459,0.04568845801999899,0.10468221646142695,0.20798476411254541,0.24004509526065476,0.34390803657480262,-0.8758218340485513
12,-0.11532971869276931,-0.072506510945147262,-0.03383934830858415,0.010004183835343738,0.031358268818504342,0.048015001843815242,0.05533184598283114,0.08504054869939992,0.15378440974034291,0.2495530000574675,0.23261829507514875,0.32246288312709481,-0.96649285923344763
13,-0.1106398514646445,-0.077532983375872,-0.031343256659210894,-0.0022766232328219616,0.013267770924363376,0.050322608563302396,0.079003581508807486,0.1326837549324722,0.20305107685869572,0.27670004289159777,0.21526857482268014,0.29320842413138593,-1.0417131199007557
14,-0.10675576550200905,-0.085362816252376739,-0.022059552972519825,-0.012279975041051827,-0.0024963922946596995,0.053691469499295152,0.10682128012362568,0.18420724528178667,0.24666824132735243,0.28648675931552958,0.19402956912806246,0.26107014330634115,-1.104020205919376
15,-0.10401273388638277,-0.094664375705932891,-0.0092907334601211033,-0.018579755626246808,-0.011231208836504081,0.060108219525289996,0.13735430090289213,0.23352813475208123,0.27929832017203893,0.27899779434914507,0.17505537023865259,0.23092094521182105,-1.1574842776367333
16,-0.10250149406154652,-0.1036015884213759,0.0033593783894669826,-0.019889035914433251,-0.0089879361189204587,0.071506480429750496,0.1684760534192975,0.27386767039461191,0.2970925849945516,0.25729685752384768,0.16316637684177238,0.20694637529494742,-1.2067317227719698
17,-0.10215262525570257,-0.11022957394801747,0.013060615634996608,-0.015112148224138977,0.0065112258540445112,0.089194720982899156,0.1975561012703686,0.29905024664556024,0.29842179455163986,0.22672379790567021,0.16081801062739487,0.19216090797158358,-1.2560030740162986
18,-0.10279452450223658,-0.11286871089333239,0.018598411098080803,-0.0034299620943478715,0.035263117243555797,0.11331979909456891,0.22178188659882636,0.30484776320705009,0.28416642740092257,0.19369982620709436,0.16772557089073103,0.18810983203465526,-1.3084194362855683
19,-0.104154660303446,-0.11036635193162336,0.020756905531271741,0.015564415841051726,0.074830236963530083,0.14252140741577435,0.23857079669120651,0.29004467066728878,0.25751227845249858,0.16432777413832866,0.18120020423495475,0.19476114992755811,-1.3655688276283939
20,-0.10579705375235449,-0.10219484775042531,0.022138029475815557,0.041687410019086713,0.12069172145201534,0.1739052635865157,0.24600870303359557,0.25693417871019975,0.22331141098597129,0.1431213734273129,0.19706770626282122,0.21057231460108738,-1.4274462100516416
21,-0.10701546512292825,-0.088386384596517154,0.026458881151159019,0.073981713651471992,0.16703274991725081,0.20339512374345503,0.24323646390644882,0.21107184474278284,0.18716382585370894,0.13215906294217206,0.2109012336752869,0.23270766191707537,-1.4927067117813664
22,-0.10672403257760976,-0.069354098708007683,0.037506517166718822,0.11058938293029286,0.20780872653380911,0.22642993605836992,0.2307057006465385,0.16028458389660827,0.15442904030393834,0.13084453055256517,0.21923520430888743,0.25738026184285445,-1.5591357529549654
23,-0.10339850778373627,-0.045680691546423624,0.05802067005489242,0.14875086425614192,0.23786172533935002,0.2388762751253104,0.21024131364910659,0.11311898129795495,0.1293780218385443,0.13629873812792681,0.22045317503849304,0.28029094974169055,-1.6242115151392511
24,-0.095117750143369761,-0.017961051263837291,0.088797857175970663,0.18498559171309381,0.25385959976054195,0.23795434498685708,0.18487917737175508,0.077063764161167114,0.11464748424927507,0.14424875852903085,0.21514578681536278,0.29713254446228632,-1.6856361078181337
25,-0.079736442738731483,0.013237369780760844,0.1282591078552997,0.21547342463312802,0.25487288059622415,0.222950700199398,0.15848825461972638,0.056954986549673237,0.11107580802027783,0.15015951982721987,0.20588460382775509,0.30411666090479628,-1.7417368740755279
26,-0.055189602710781216,0.047276748651459144,0.17261092282172541,0.23660424387261791,0.24248862853681885,0.1955236285700046,0.13522929807319173,0.053945105664254811,0.11790602718253496,0.15030609841648612,0.19651192238256954,0.29846608415162734,-1.7916791056125092
27,-0.019893998657316558,0.083246181886043047,0.21658300371107941,0.24560839737164386,0.22046234328332304,0.15949380916024936,0.11893845902344324,0.065291084765828344,0.1332608790680645,0.1425173785678524,0.19116452850909127,0.27880308595484848,-1.8354751526441504
28,0.02682072468007668,0.1197309072553665,0.25458258995803007,0.24113925099578104,0.19400422936266537,0.12013410383282519,0.11254533580018489,0.085021141889018992,0.1547467324631846,0.12642520341454855,0.19330201197398367,0.24536091281568417,-1.8738131444413497
29,0.084339624037754746,0.15465246522539111,0.28199875062928648,0.22366528153505705,0.1688630571070604,0.083098042810370032,0.11763573127065996,0.10532392063788976,0.18003570813673875,0.1031963653206347,0.20498778841471221,0.1999586901639816,-1.9077554252895368
30,0.15054131949365779,0.18527054724215564,0.29634617031404353,0.19555137028626213,0.15039635311264732,0.053223579873140636,0.13424807580397768,0.118324048854479,0.20730490332043772,0.074867678753420819,0.22658450880630454,0.14571225113702013,-1.9383708069975469
31,0.22180519593595349,0.20839886014045739,0.29796722639696682,0.16076631199135605,0.14279772761560672,0.033489894184501878,0.16095191945764142,0.11781253493525767,0.23546511716698859,0.043507885645333033,0.25690303054393127,0.086502373869201676,-1.966368077883196
