,0
0,5.5904621481360483e-06
1,1.9211795553742268e-05
2,3.8044245957409825e-05
3,6.2977477906956186e-05
4,9.52113813204631e-05
5,0.00013603203545268082
6,0.00018666836179385184
7,0.00024817470019691877
8,0.00032135386517560366
9,0.00040672914292429565
10,0.00050456462418514334
11,0.00061492475455714581
12,0.0007377576412451179
13,0.00087298352451755225
14,0.0010205702359907907
15,0.0011805810557365716
16,0.0013531862300064266
17,0.0015386363018259483
18,0.0017372020815946384
19,0.0019490914755694233
20,0.0021743567601366157
21,0.0024128068915250222
22,0.0026639381024411556
23,0.0029268927080841117
24,0.0032004513251673197
25,0.0034830583845090754
26,0.0037728757769285473
27,0.0040678555621203568
28,0.0043658205045428253
29,0.0046645409802197908
30,0.0049617982636837631
31,0.0052554267542787182
32,0.0055433306164853939
33,0.0058234729779931054
34,0.0060938379334918684
35,0.0063523672580153958
36,0.0065968755237648564
37,0.0068249500660406996
38,0.0070338465090715513
39,0.0072203960501753166
40,0.0073809461092204515
41,0.007511359410010336
42,0.0076070963625489334
43,0.0076634006282077843
44,0.0076755972461350751
45,0.0076394960171037446
46,0.0075518697791079857
47,0.0074109497897041892
48,0.0072168553607897673
49,0.0069718641559454496
50,0.0066804460020705309
51,0.0063490310384975894
52,0.0059855503492203506
53,0.0055988473988657595
54,0.0051980853004392107
55,0.004792258723827993
56,0.0043898724054123985
57,0.0039987943265407935
58,0.0036262499080535007
59,0.0032789007475331178
60,0.002962944698410957
61,0.0026841789691695148
62,0.0024479829894710086
63,0.0022592032261517015
64,0.0021219548623419068
65,0.0020393862570811266
66,0.0020134694022635865
67,0.0020448753783000777
68,0.0021329700479628044
69,0.0022759328946689683
70,0.0024709743059841394
71,0.002714612053597491
72,0.0030029667425364569
73,0.003332043604642169
74,0.0036979780953924741
75,0.0040972312994465186
76,0.0045267270255051513
77,0.0049839265562995469
78,0.0054668408358909725
79,0.0059739844716448411
80,0.0065042813099129649
81,0.0070569365111213412
82,0.0076312935415767209
83,0.0082266952051696582
84,0.008842365611387069
85,0.0094773256525316207
86,0.010130349378528029
87,0.010799963520654337
88,0.011484487579283531
89,0.012182107194328615
90,0.012890968921454297
91,0.013609280548262473
92,0.014335398808123826
93,0.015067887116531632
94,0.015805530620075076
95,0.016547304057488544
96,0.017292297853412117
97,0.018039616745582434
98,0.018788270610916917
99,0.019537077898372557
100,0.020284598715714183
101,0.021029108665711175
102,0.021768617539684985
103,0.022500929931982119
104,0.023223738123480286
105,0.023934731431410523
106,0.024631701280138675
107,0.025312618834689344
108,0.025975663815250596
109,0.026619190109057764
110,0.027241625337943918
111,0.027841314903431842
112,0.02841633242123065
113,0.028964284846878501
114,0.029482141153266566
115,0.029966109437387325
116,0.030411580743175792
117,0.03081314963438939
118,0.03116471111632876
119,0.031459620028354472
120,0.031690883294574257
121,0.031851341183417356
122,0.031933786989355013
123,0.031930980643614867
124,0.031835531982945697
125,0.031639659782254803
126,0.031334865885420074
127,0.03091159259469704
128,0.030358950648709773
129,0.029664610920804895
130,0.028814942088395985
131,0.027795446482121986
132,0.026591497912235831
133,0.025189325137121424
134,0.023577125530293161
135,0.021746151077158739
136,0.019691596658574947
137,0.017413146361245233
138,0.01491509771092865
139,0.012206077946697541
140,0.0092984706621323
141,0.0062077531022317646
142,0.0029519691619108285
143,-0.00044848841469731179
144,-0.0039707290372488699
145,-0.0075889304679492937
146,-0.01127381662921508
147,-0.0149922991986413
148,-0.018707523417872015
149,-0.022379486991773896
150,-0.025966282501566781
151,-0.029425866638497961
152,-0.032718116519529605
153,-0.035806841218659395
154,-0.038661415386906248
155,-0.041257796854337253
156,-0.043578844298859269
157,-0.045614005786705963
158,-0.04735855642024224
159,-0.04881260532776481
160,-0.049980077192910331
161,-0.050867821648185402
162,-0.051484935076223891
163,-0.05184230938713668
164,-0.051952363606125741
165,-0.051828876586664178
166,-0.051486829043101028
167,-0.050942180327625083
168,-0.050211542467846461
169,-0.049311757802915912
170,-0.048259423071436922
171,-0.047070422396937608
172,-0.045759532003996427
173,-0.044340144822341568
174,-0.042824140410285282
175,-0.041221901199877953
176,-0.039542454099782999
177,-0.03779369949217945
178,-0.035982679536228322
179,-0.03411583599238361
180,-0.032199214966010359
181,-0.030238590597892356
182,-0.028239498528447496
183,-0.026207188871264692
184,-0.024146523921079972
185,-0.022061855569677769
186,-0.019956920141112184
187,-0.017834783592108872
188,-0.015697858335336889
189,-0.013547996578024388
190,-0.011386647858873158
191,-0.0092150546686904193
